period,lottery_date,red_ball_1,red_ball_2,red_ball_3,red_ball_4,red_ball_5,red_ball_6,blue_ball,order_balls,sales_amt,jackpot_amt,prize_1_num,prize_1_amt,prize_2_num,prize_2_amt,prize_3_num,prize_3_amt,prize_4_num,prize_4_amt,prize_5_num,prize_5_amt,prize_6_num,prize_6_amt
17105,2017年9月7日 ,03,06,07,12,25,26,07,03 12 06 25 07 26,"314,223,620元","385,864,894元",29,"5,091,000",254,"12,987",5050,"3,000",164897,200,2109753,10,14309512,5
